,customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Male,InternetService_Fiber optic,InternetService_No
2019,7694-VLBWQ,67,1,One year,0,Electronic check,104.1,7040.85,1,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,0,0,1,0,1,1,0
2020,2546-KZAAT,52,1,One year,1,Mailed check,75.4,3865.45,0,Male,0,1,0,No,DSL,Yes,Yes,No,No,Yes,Yes,1,0,0,0,1,1,0,0
2021,0181-RITDD,62,1,Two year,0,Mailed check,108.15,6825.65,0,Male,0,1,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,1,1,1,0
2022,5989-PGKJB,16,1,Month-to-month,1,Electronic check,86.25,1340.1,0,Female,0,0,0,No,Fiber optic,No,Yes,No,No,No,Yes,0,0,0,1,0,0,1,0
2023,4795-KTRTH,5,1,Month-to-month,1,Electronic check,81.0,371.65,1,Female,1,1,0,Yes,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,0,1,0
2024,8272-ONJLV,12,1,One year,0,Electronic check,95.7,1184,0,Male,0,0,0,No,Fiber optic,No,No,Yes,No,Yes,Yes,1,0,0,1,0,1,1,0
2025,1488-PBLJN,72,1,Two year,1,Bank transfer (automatic),116.85,8477.7,0,Female,0,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,0,1,0
2026,0308-GIQJT,71,1,One year,0,Bank transfer (automatic),105.75,7382.85,0,Male,1,0,0,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1,0,0,0,0,1,1,0
2027,3778-FOAQW,24,1,One year,0,Mailed check,20.15,456.85,0,Female,0,1,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,0,0,1
2028,4452-ROHMO,15,1,Two year,0,Mailed check,19.6,331.6,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
2029,6481-OGDOO,67,1,One year,1,Credit card (automatic),90.6,6056.15,1,Male,0,1,0,No,Fiber optic,Yes,Yes,No,No,No,Yes,1,0,1,0,0,1,1,0
2030,3090-LETTY,2,1,Month-to-month,0,Bank transfer (automatic),60.95,134.6,0,Male,0,0,1,Yes,DSL,Yes,Yes,No,No,No,No,0,0,0,0,0,1,0,0
2031,5349-AZPEW,5,0,Month-to-month,0,Mailed check,25.05,125.5,0,Female,0,1,1,No phone service,DSL,No,No,No,No,No,No,0,0,0,0,1,0,0,0
2032,3753-TSEMP,15,1,Month-to-month,0,Electronic check,88.15,1390.6,1,Female,0,1,0,No,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,1,0,0,1,0
2033,8305-VHZBZ,1,1,Month-to-month,1,Mailed check,20.2,20.2,1,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
2034,9720-JJJOR,41,1,One year,1,Bank transfer (automatic),60.3,2511.3,0,Male,0,1,1,No,DSL,Yes,Yes,Yes,No,No,No,1,0,0,0,0,1,0,0
2035,8100-HZZLJ,43,1,Month-to-month,1,Electronic check,63.95,2737.05,0,Female,0,0,1,No,DSL,Yes,Yes,No,No,No,Yes,0,0,0,1,0,0,0,0
2036,8775-ERLNB,1,1,Month-to-month,0,Electronic check,74.3,74.3,0,Male,1,1,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
2037,8309-IEYJD,1,1,Month-to-month,1,Mailed check,70.6,70.6,0,Female,1,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,0,1,0,1,0
2038,9172-JITSM,26,1,Month-to-month,1,Electronic check,90.8,2361.8,1,Female,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,1,0,0,1,0
2039,6298-QDFNH,22,1,Month-to-month,1,Electronic check,79.35,1730.35,1,Male,0,0,0,Yes,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1,0
2040,7398-HPYZQ,71,1,Two year,0,Bank transfer (automatic),90.55,6404,0,Male,0,1,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,1,0,0
2041,3546-GHEAE,7,1,Two year,0,Mailed check,19.45,165.35,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
2042,7361-YPXFS,28,1,Month-to-month,0,Bank transfer (automatic),64.45,1867.6,0,Female,1,0,0,Yes,DSL,No,Yes,Yes,Yes,No,No,0,0,0,0,0,0,0,0
2043,6557-BZXLQ,16,1,Month-to-month,0,Electronic check,69.65,1043.3,0,Male,1,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
2044,2550-QHZGP,7,1,One year,0,Mailed check,19.5,128.6,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
2045,7519-JTWQH,69,1,Two year,1,Bank transfer (automatic),110.5,7455.45,0,Female,0,0,0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,0,1,0
2046,2538-OIMXF,1,0,Month-to-month,0,Mailed check,24.7,24.7,0,Female,0,0,1,No phone service,DSL,No,No,No,No,No,No,0,0,0,0,1,0,0,0
2047,8543-MSDMF,3,1,Month-to-month,1,Electronic check,77.4,206.15,0,Male,0,0,0,No,DSL,Yes,No,Yes,No,Yes,Yes,0,0,0,1,0,1,0,0
2048,9961-JBNMK,21,1,Month-to-month,1,Bank transfer (automatic),96.8,2030.3,1,Male,1,0,0,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,0,0,1,1,0
2049,1170-SASML,69,1,Month-to-month,1,Bank transfer (automatic),85.4,5869.4,0,Female,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,No,No,0,0,0,0,0,0,1,0
2050,4872-JCVCA,71,0,Two year,1,Bank transfer (automatic),47.6,3377.8,0,Female,0,1,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,0,1,0,0,0,0,0,0
2051,5346-BZCHP,69,1,Two year,0,Mailed check,19.4,1346.2,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
2052,2038-LLMLM,48,1,Month-to-month,1,Electronic check,103.85,4946.05,0,Female,0,0,0,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,0,0,1,0,0,1,0
2053,6173-ITPWD,47,1,Month-to-month,1,Bank transfer (automatic),83.35,4065,1,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1,0
2054,9734-UYXQI,2,1,Month-to-month,1,Electronic check,49.4,106.55,1,Female,0,0,0,Yes,DSL,No,No,No,No,No,No,0,0,0,1,0,0,0,0
2055,1216-BGTSP,45,1,Month-to-month,1,Credit card (automatic),108.45,4964.7,0,Male,0,0,0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0,0,1,0,0,1,1,0
2056,4138-NAXED,51,1,Month-to-month,0,Bank transfer (automatic),81.0,4085.75,0,Male,0,0,0,Yes,Fiber optic,No,Yes,No,No,No,No,0,0,0,0,0,1,1,0
2057,2189-UXTKY,22,1,Month-to-month,1,Electronic check,79.2,1742.75,1,Female,0,1,0,Yes,DSL,Yes,No,No,Yes,Yes,Yes,0,0,0,1,0,0,0,0
2058,0744-BIKKF,72,1,Two year,0,Bank transfer (automatic),86.65,6224.8,0,Male,0,0,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,1,0,0
2059,7483-IQWIB,37,1,Month-to-month,1,Electronic check,92.95,3415.25,0,Male,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0,0,0,1,0,1,1,0
2060,5248-KWLAR,71,1,Two year,0,Electronic check,90.35,6325.25,0,Male,0,1,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0,0
2061,4958-GZWIY,7,1,Month-to-month,0,Electronic check,48.7,340.25,1,Male,0,1,1,No,DSL,No,No,Yes,No,No,No,0,0,0,1,0,1,0,0
2062,7996-MHXLW,66,1,Two year,1,Credit card (automatic),25.15,1683.6,0,Female,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
2063,7833-PKIHD,51,1,One year,1,Bank transfer (automatic),76.4,3966.3,0,Male,0,1,1,No,DSL,Yes,No,No,Yes,Yes,Yes,1,0,0,0,0,1,0,0
2064,7061-OVMIM,30,1,One year,0,Bank transfer (automatic),19.55,608.5,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,0,0,0,1
2065,5153-RTHKF,34,1,Month-to-month,0,Electronic check,85.35,2896.6,0,Female,0,0,0,Yes,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,0,1,0
2066,1852-QSWCD,64,1,Two year,1,Mailed check,24.8,1514.85,0,Male,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
2067,4832-VRBMR,65,1,One year,1,Bank transfer (automatic),103.15,6792.45,0,Male,1,1,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,0,0,0,0,1,1,0
2068,9079-LWTFD,47,1,Month-to-month,0,Mailed check,100.75,4669.2,0,Male,0,0,0,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,0,0,0,0,1,1,1,0
2069,6356-ELRKD,1,1,Month-to-month,1,Electronic check,95.6,95.6,1,Female,0,0,0,No,Fiber optic,Yes,No,No,No,Yes,Yes,0,0,0,1,0,0,1,0
2070,8624-GIOUT,49,1,Month-to-month,1,Credit card (automatic),59.75,2934.3,1,Female,0,0,0,Yes,DSL,Yes,Yes,No,No,No,No,0,0,1,0,0,0,0,0
2071,3392-EHMNK,67,1,Two year,0,Credit card (automatic),94.1,6302.8,0,Female,0,1,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,0,1,1,0,0,0,1,0
2072,5986-WWXDV,39,1,One year,0,Bank transfer (automatic),19.35,779.2,0,Male,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,0,1,0,1
2073,3061-BCKYI,14,1,Month-to-month,0,Mailed check,19.9,283.75,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
2074,6179-GJPSO,43,1,Month-to-month,1,Credit card (automatic),108.15,4600.7,1,Female,1,0,0,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0,0,1,0,0,0,1,0
2075,7901-TBKJX,56,1,Month-to-month,1,Electronic check,101.05,5594,0,Male,1,0,0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
2076,7228-PAQPD,14,1,One year,0,Credit card (automatic),59.1,772.85,0,Female,0,0,0,No,DSL,No,No,No,Yes,No,Yes,1,0,1,0,0,0,0,0
2077,3177-LASXD,1,1,Month-to-month,0,Electronic check,71.35,71.35,1,Female,0,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
2078,7746-QYVCO,16,1,One year,1,Mailed check,55.85,857.8,0,Male,0,1,1,No,DSL,Yes,Yes,No,No,No,No,1,0,0,0,1,1,0,0
2079,5804-HYIEZ,70,1,Month-to-month,1,Electronic check,106.05,7554.05,0,Male,0,1,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0,0,0,1,0,1,1,0
2080,9919-FZDED,72,1,Two year,1,Credit card (automatic),84.1,5981.65,0,Male,1,1,0,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0,1,1,0,0,1,0,0
2081,5934-TSSAU,23,1,Month-to-month,1,Credit card (automatic),75.3,1702.9,0,Female,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,0,0,1,0,0,0,1,0
2082,3486-KHMLI,21,1,Month-to-month,0,Mailed check,24.7,467.15,0,Male,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
2083,4897-QSUYC,1,1,Month-to-month,1,Mailed check,20.15,20.15,1,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
2084,1084-UQCHV,1,1,Month-to-month,0,Bank transfer (automatic),69.75,69.75,1,Male,0,0,1,No,Fiber optic,No,No,No,No,No,No,0,0,0,0,0,1,1,0
2085,8290-YWKHZ,32,1,Month-to-month,1,Electronic check,93.2,2931,1,Female,1,1,0,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,0,0,1,0,0,1,0
2086,2955-BJZHG,17,1,Month-to-month,0,Electronic check,80.85,1400.85,1,Male,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,1,1,0
2087,3806-DXQOM,4,0,Month-to-month,1,Electronic check,33.65,137.85,1,Female,0,0,0,No phone service,DSL,Yes,Yes,No,No,No,No,0,0,0,1,0,0,0,0
2088,6784-XYJAE,36,1,One year,0,Electronic check,55.8,1941.5,0,Female,0,0,0,Yes,DSL,No,No,Yes,No,No,No,1,0,0,1,0,0,0,0
2089,3933-DQPWX,50,0,Two year,0,Credit card (automatic),39.7,1932.75,0,Female,0,0,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,0,1,1,0,0,0,0,0
2090,6661-EIPZC,48,0,Month-to-month,1,Credit card (automatic),29.5,1423.05,0,Female,0,1,1,No phone service,DSL,No,No,No,Yes,No,No,0,0,1,0,0,0,0,0
2091,8957-THMOA,50,1,Two year,0,Credit card (automatic),20.15,970.85,0,Female,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,0,0,0,0,1
2092,2251-PYLPB,72,1,Two year,0,Credit card (automatic),79.55,5810.9,0,Male,0,1,0,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0,1,1,0,0,1,0,0
2093,5555-RNPGT,10,1,Month-to-month,0,Credit card (automatic),24.8,223.9,0,Male,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,0,0,1,0,1
2094,1057-FOGLZ,18,1,Month-to-month,0,Mailed check,19.65,391.7,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
2095,9300-RENDD,1,1,Month-to-month,1,Electronic check,79.95,79.95,1,Male,0,0,0,No,Fiber optic,No,No,No,No,Yes,No,0,0,0,1,0,1,1,0
2096,0761-AETCS,1,1,Month-to-month,0,Electronic check,19.3,19.3,1,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0,1
2097,8087-LGYHQ,9,1,Month-to-month,1,Electronic check,94.05,811.65,0,Male,0,0,0,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
2098,4137-BTIKL,2,1,Month-to-month,0,Mailed check,90.75,174.75,0,Male,0,0,0,Yes,Fiber optic,Yes,No,No,No,No,Yes,0,0,0,0,1,1,1,0
2099,2190-BCXEC,40,1,Month-to-month,1,Credit card (automatic),78.85,3126.85,0,Female,0,1,0,Yes,Fiber optic,No,No,No,Yes,No,No,0,0,1,0,0,0,1,0
2100,6227-FBDXH,69,1,One year,0,Bank transfer (automatic),99.5,6841.45,0,Male,0,1,0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,0,0,0,0,1,1,0
2101,2153-MREFK,37,1,One year,1,Electronic check,99.2,3754.6,1,Female,0,1,0,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,1,0,0,1,0,0,1,0
2102,2911-WDXMV,18,1,Month-to-month,1,Credit card (automatic),80.55,1406.65,0,Male,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,0,0,1,0,0,1,1,0
2103,7206-PQBBZ,11,1,Month-to-month,1,Electronic check,70.2,834.7,0,Male,1,1,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
2104,3106-ULWFW,8,1,Month-to-month,1,Credit card (automatic),85.2,627.4,1,Female,0,1,0,Yes,Fiber optic,No,No,No,No,No,Yes,0,0,1,0,0,0,1,0
2105,0925-VYDLG,3,1,Month-to-month,0,Electronic check,75.25,242,1,Female,0,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
2106,4547-FZJWE,55,1,One year,0,Credit card (automatic),59.45,3157,0,Male,0,1,1,No,DSL,Yes,No,No,No,No,Yes,1,0,1,0,0,1,0,0
2107,7422-WNBTY,33,1,Month-to-month,1,Electronic check,93.35,3092,0,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0,0,0,1,0,1,1,0
2108,0842-IWYCP,46,1,Month-to-month,0,Bank transfer (automatic),44.95,2168.9,0,Female,0,0,0,No,DSL,No,No,No,No,No,No,0,0,0,0,0,0,0,0
2109,3521-HTQTV,34,1,Two year,0,Bank transfer (automatic),26.1,980.35,0,Male,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
2110,3744-ZBHON,3,1,Month-to-month,0,Electronic check,20.2,65.95,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0,1
2111,3373-DIUUN,30,1,Two year,0,Mailed check,21.25,711.9,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,1,0,1
2112,8383-SGHJU,33,1,One year,0,Electronic check,59.4,1952.8,0,Female,0,0,0,Yes,DSL,Yes,No,No,Yes,No,No,1,0,0,1,0,0,0,0
2113,7607-QKKTJ,45,1,One year,1,Credit card (automatic),95.0,4368.85,0,Male,0,1,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1,0,1,0,0,1,1,0
2114,7707-PYBBH,40,1,Month-to-month,1,Mailed check,61.9,2647.1,0,Male,0,0,0,No,DSL,Yes,Yes,No,Yes,No,No,0,0,0,0,1,1,0,0
2115,8984-HPEMB,71,1,Two year,1,Electronic check,118.65,8477.6,0,Female,0,0,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,1,0,0,1,0
2116,4349-GFQHK,1,1,Month-to-month,0,Electronic check,54.35,54.35,1,Male,0,0,0,Yes,DSL,No,No,Yes,No,No,No,0,0,0,1,0,1,0,0
2117,4139-DETXS,72,0,Two year,0,Bank transfer (automatic),64.45,4528,0,Female,0,1,1,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,0,0,0
2118,9779-DPNEJ,22,1,Month-to-month,1,Electronic check,80.15,1790.65,0,Female,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,0,1,0
2119,9805-FILKB,46,1,One year,1,Bank transfer (automatic),20.2,845.6,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,0,1,0,1
2120,5793-YOLJN,55,1,Two year,0,Mailed check,21.0,1210.3,0,Female,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
2121,0673-IGUQO,1,1,Month-to-month,0,Mailed check,20.45,20.45,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
2122,4123-FCVCB,12,1,One year,1,Mailed check,75.85,854.45,0,Female,0,0,0,Yes,DSL,No,No,No,Yes,Yes,Yes,1,0,0,0,1,0,0,0
2123,8819-IMISP,31,1,Month-to-month,1,Electronic check,80.45,2429.1,0,Male,0,0,0,Yes,Fiber optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1,0
2124,7802-EFKNY,5,0,Month-to-month,1,Electronic check,24.95,100.4,1,Male,0,1,0,No phone service,DSL,No,No,No,No,No,No,0,0,0,1,0,1,0,0
2125,8311-UEUAB,67,1,Two year,1,Electronic check,75.5,5229.45,0,Female,0,1,1,Yes,DSL,Yes,No,No,No,Yes,Yes,0,1,0,1,0,0,0,0
2126,5858-EAFCZ,1,1,Month-to-month,0,Mailed check,44.45,44.45,0,Male,0,0,0,No,DSL,No,No,No,No,No,No,0,0,0,0,1,1,0,0
2127,8035-BUYVG,40,0,One year,1,Electronic check,42.35,1716.45,1,Male,0,1,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,1,0,0,1,0,1,0,0
2128,1163-ONYEY,41,1,Month-to-month,1,Credit card (automatic),74.55,3023.55,0,Male,0,1,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,0,0,1,0,0,1,0,0
2129,9787-XVQIU,1,1,Month-to-month,1,Electronic check,75.3,75.3,1,Male,0,0,0,Yes,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,1,1,0
2130,8945-MUQUF,51,1,One year,1,Electronic check,94.8,4837.6,1,Male,0,0,0,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,1,0,0,1,0,1,1,0
2131,5656-MJEFC,42,0,Two year,0,Credit card (automatic),48.15,2032.3,0,Male,0,1,1,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,0,1,1,0,0,1,0,0
2132,6082-OQFBA,23,1,One year,0,Mailed check,19.65,436.9,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,0,1,1,0,1
2133,8051-HJRLT,1,1,Month-to-month,1,Electronic check,70.55,70.55,1,Female,1,0,0,No,Fiber optic,No,No,No,No,No,No,0,0,0,1,0,0,1,0
2134,8974-OVACP,1,1,Month-to-month,0,Mailed check,20.15,20.15,0,Female,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,0,0,1
2135,4010-YLMVT,56,1,Month-to-month,1,Credit card (automatic),106.6,5893.95,0,Female,0,0,0,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0,0,1,0,0,0,1,0
2136,1379-FRVEB,15,1,Month-to-month,1,Electronic check,91.0,1430.05,0,Male,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,0,0,0,1,0,1,1,0
2137,8612-GXIDD,12,1,Two year,1,Bank transfer (automatic),25.4,313,0,Male,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
2138,6288-CHQJB,54,1,Two year,0,Bank transfer (automatic),69.95,3871.85,0,Female,0,1,1,No,DSL,Yes,No,Yes,Yes,No,Yes,0,1,0,0,0,0,0,0
2139,8160-HOWOX,7,1,Month-to-month,1,Electronic check,66.85,458.1,0,Female,0,0,0,No,DSL,No,No,No,No,Yes,Yes,0,0,0,1,0,0,0,0
2140,3023-GFLBR,33,1,Month-to-month,0,Credit card (automatic),86.15,2745.7,1,Female,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,0,0,1,0,0,0,1,0
2141,6648-INWPS,16,1,Month-to-month,0,Electronic check,20.15,341.35,0,Male,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0,1
2142,4223-BKEOR,21,1,One year,0,Mailed check,64.85,1336.8,0,Female,0,0,1,No,DSL,Yes,No,Yes,No,No,Yes,1,0,0,0,1,0,0,0
2143,4079-VTGLK,30,1,Two year,0,Electronic check,74.85,2181.75,0,Male,1,1,0,Yes,DSL,No,No,Yes,No,Yes,Yes,0,1,0,1,0,1,0,0
2144,1763-WQFUK,3,1,Month-to-month,1,Mailed check,50.5,147.75,0,Male,0,0,0,No,DSL,No,No,No,Yes,No,No,0,0,0,0,1,1,0,0
2145,1391-UBDAR,11,1,Month-to-month,0,Electronic check,72.9,818.45,0,Male,0,0,0,No,Fiber optic,No,No,Yes,No,No,No,0,0,0,1,0,1,1,0
2146,8894-JVDCV,62,1,One year,1,Credit card (automatic),115.05,7133.45,0,Female,0,0,0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,0,0,0,1,0
2147,2023-VQFDL,18,1,Month-to-month,0,Electronic check,19.0,348.8,0,Male,0,0,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0,1
2148,1345-GKDZZ,6,1,Month-to-month,0,Mailed check,19.55,128.6,0,Male,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,0,1,1,0,1
2149,2014-MKGMH,46,1,One year,1,Electronic check,101.1,4674.4,0,Female,0,0,0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,0,0,1,0,0,1,0
2150,5628-FCGYG,21,1,Month-to-month,1,Electronic check,84.1,1737.45,0,Male,0,0,0,Yes,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,1,1,0
2151,2560-WBWXF,68,1,Two year,1,Bank transfer (automatic),24.15,1498.85,0,Male,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,1,0,1
2152,0248-IPDFW,1,1,Month-to-month,1,Electronic check,50.1,50.1,0,Female,0,0,0,Yes,DSL,No,No,No,No,No,No,0,0,0,1,0,0,0,0
2153,7978-DKUQH,25,1,Month-to-month,1,Electronic check,74.6,1797.75,0,Female,0,1,0,No,Fiber optic,No,No,Yes,No,No,No,0,0,0,1,0,0,1,0
2154,4335-UPJSI,24,1,Two year,0,Mailed check,19.75,498.1,0,Female,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,1,0,0,1
2155,0524-IAVZO,30,1,Month-to-month,1,Electronic check,85.0,2624.25,1,Female,0,1,0,Yes,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,0,1,0
2156,2737-YNGYW,2,1,Month-to-month,0,Electronic check,80.55,184.1,1,Female,0,0,0,No,Fiber optic,No,No,No,No,No,Yes,0,0,0,1,0,0,1,0
2157,1784-EZDKJ,51,1,One year,1,Bank transfer (automatic),106.8,5498.8,0,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,0,0,0,0,1,1,0
2158,9297-FVVDH,57,1,Two year,1,Electronic check,84.5,4845.4,0,Female,0,1,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,0,0,0,0
2159,8007-YYPWD,15,1,Two year,0,Bank transfer (automatic),25.05,369.1,0,Female,0,0,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,0,0,0,0,1
2160,7101-HRBLJ,72,1,Two year,1,Bank transfer (automatic),83.7,6096.9,0,Female,0,1,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,1,0,0,0,0,0,0
2161,5159-YFPKQ,2,1,Month-to-month,1,Electronic check,75.8,160.75,1,Female,0,0,0,No,Fiber optic,No,No,Yes,No,No,No,0,0,0,1,0,0,1,0
2162,6635-CPNUN,28,1,Month-to-month,0,Credit card (automatic),96.6,2684.35,0,Male,0,1,0,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0,0,1,0,0,1,1,0
2163,4021-RQSNY,29,1,Month-to-month,1,Electronic check,98.5,3004.15,1,Male,1,1,0,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1,0
